time_s,base,observed,interpolated,covered
19.8333135,0.8711138739186032,True,False,True
19.8666468,0.9390159084827312,True,False,True
19.8999801,0.9688012143044066,True,False,True
19.9333134,0.9586877644384296,True,False,True
19.9666467,0.9085571832348892,True,False,True
19.99998,0.8199987097770277,True,False,True
20.0333133,0.6962844332149464,True,False,True
20.0666466,0.5422741211346921,True,False,True
20.0999799,0.364250345442652,True,False,True
20.1333132,0.1696871563988031,True,False,True
20.1666465,-0.033041757523049574,True,False,True
20.1999798,-0.2350066998083456,True,False,True
20.2333131,-0.42710584780372335,True,False,True
20.2666464,-0.6004751168574622,True,False,True
20.2999797,-0.7469072427625905,True,False,True
20.333313,-0.8592612546635201,True,False,True
20.3666463,-0.9318420993059482,True,False,True
20.3999796,-0.9607296488147682,True,False,True
20.4333129,-0.9440368888952673,True,False,True
20.4666462,-0.8820789041040256,True,False,True
20.4999795,-0.7774374355287189,True,False,True
20.5333128,-0.6349102673616391,True,False,True
20.5666461,-0.46134037218485596,True,False,True
20.5999794,-0.26532636387909364,True,False,True
20.6333127,-0.056823017940920074,True,False,True
20.666646,0.1533520216118187,True,False,True
20.6999793,0.3540822280216358,True,False,True
20.7333126,0.5345576428475401,True,False,True
20.7666459,0.684887882868254,True,False,True
20.7999792,0.7966860163719588,True,False,True
20.8333125,0.8635861359003657,True,False,True
20.8666458,0.8816595045221598,True,False,True
20.8999791,0.8496988058297673,True,False,True
20.9333124,0.7693471433020094,True,False,True
20.9666457,0.6450576535801766,True,False,True
20.999979,0.4838803545876229,True,False,True
21.0333123,0.29508440420077126,True,False,True
21.0666456,0.08963544130630098,True,False,True
21.0999789,-0.120441784982758,True,False,True
21.1333122,-0.32277658966463113,True,False,True
21.1666455,-0.5053963034762452,True,False,True
21.1999788,-0.6574530048915578,True,False,True
21.2333121,-0.7698855260571238,True,False,True
21.2666454,-0.8359732061283165,True,False,True
21.2999787,-0.8517450673055571,True,False,True
21.333312,-0.8162179674802074,True,False,True
21.3666453,-0.7314490614708599,True,False,True
21.3999786,-0.6024006404896751,True,False,True
21.4333119,-0.436628101794945,True,False,True
21.4666452,-0.24381343422029586,True,False,True
21.4999785,-0.03517631419673576,True,False,True
21.5333118,0.17719798589144994,True,False,True
21.5666451,0.3810705886791609,True,False,True
21.5999784,0.5647566823238278,True,False,True
21.6333117,0.7177867317911715,True,False,True
21.666645,0.8314838061366874,True,False,True
21.6999783,0.8994263905457791,True,False,True
21.7333116,0.9177742730453431,True,False,True
21.7666449,0.8854440682319599,True,False,True
21.7999782,0.8041300267582113,True,False,True
21.8333115,0.678174427414043,True,False,True
21.8666448,0.514299618101598,True,False,True
21.8999781,0.32122034376581776,True,False,True
21.9333114,0.1091601711430166,True,False,True
21.9666447,-0.11070050726750694,True,False,True
21.999978,-0.32681524954081353,True,False,True
22.0333113,-0.5278707883635737,True,False,True
22.0666446,-0.7033650502860265,True,False,True
22.0999779,-0.8441362462211843,True,False,True
22.1333112,-0.9428183419521479,True,False,True
22.1666445,-0.9942021947574833,True,False,True
22.1999778,-0.9954863902516067,True,False,True
22.2333111,-0.9464071427595392,True,False,True
22.2666444,-0.8492423271637541,True,False,True
22.2999777,-0.7086905686258267,True,False,True
22.333311,-0.5316320952112562,True,False,True
22.3666443,-0.3267835181766613,True,False,True
22.3999776,-0.10426361066748543,True,False,True
22.4333109,0.12490871140565457,True,False,True
22.4666442,0.34935983417703004,True,False,True
22.4999775,0.5579238935235673,True,False,True
22.5333108,0.7401949751168847,True,False,True
22.5666441,0.8870422622610301,True,False,True
22.5999774,0.9910630391320443,True,False,True
22.6333107,1.0469513688030987,True,False,True
22.666644,1.0517642529445455,True,False,True
22.6999773,1.0050719670198978,True,False,True
22.7333106,0.9089848297646766,True,False,True
22.7666439,0.7680546519783183,True,False,True
22.7999772,0.5890552365725368,True,False,True
22.8333105,0.38065227758439,True,False,True
22.8666438,0.15297854052840823,True,False,True
22.8999771,-0.0828649751107827,True,False,True
22.9333104,-0.31535733619703527,True,False,True
22.9666437,-0.5331282031371145,True,False,True
22.999977,-0.7255220003398978,True,False,True
23.0333103,-0.8831272329269972,True,False,True
23.0666436,-0.9982440075975765,True,False,True
23.0999769,-1.0652657991013144,True,False,True
23.1333102,-1.0809557979868294,True,False,True
23.1666435,-1.044603582618879,True,False,True
23.1999768,-0.9580541053284717,True,False,True
23.2333101,-0.8256077294531764,True,False,True
